openalex_id,display_name,doi,abstract,verdict,reason,matched_patterns,classifier_mode,evidence_source,evidence_quote,confidence,llm_provider,llm_model,maeex_verdict,not_yes_in_maeex,listed_for_manual_check_in_review
https://openalex.org/W4403840138,Slope-embedded ViT-based model for lane line detection under occlusions,https://doi.org/10.1007/s00138-024-01621-4,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4407766128,Deep Clustering of Remote Sensing Scenes through Heterogeneous Transfer Learning,https://doi.org/10.1080/01431161.2025.2465917,"Satellite and aerial imagery is collected at a dizzying rate, but how to best distill this information is often unknown. Classifying images is the most popular approach but requires specifying groups a priori. This article introduces a method for fully unsupervised whole-image clustering, specifically designed for massive datasets of remote-sensing scenes with no labels. Our approach is tailored to the unique challenges of this domain and offers several key advantages: (1) We fine-tune a pretrained deep neural network (DINOv2) on a labelled source satellite imagery dataset, enabling broad applicability across diverse remote-sensing imagery with varying ground sample distances (GSDs), resolutions and image sizes. This fine-tuned model can effectively extract meaningful feature vectors from unseen remote-sensing datasets with minimal further adaptation, making it both scalable and robust for large-scale remote-sensing tasks. (2) We reduce the dimensionality of these deep features through manifold projection, mapping them into a low-dimensional Euclidean space to streamline downstream processing and enhance computational efficiency. (3) These low-dimensional features are then clustered using a computationally scalable Bayesian nonparametric (BNP) technique, which automatically infers both the number of clusters and their membership. Our extensive evaluation on the challenging SATellite ImageNet (SATIN) Land Use task, a benchmark that includes 10 overhead imagery datasets, highlights the robustness of our method in the remote-sensing domain, outperforming state-of-the-art zero-shot classification techniques on multiple datasets. Additionally, we provide a proof-of-concept demonstration on a leading computer vision benchmark, which showcases the competitiveness of our unsupervised approach against even supervised techniques. Our approach is highly relevant for future geospatial analysis since it can be further fine-tuned to specific downstream tasks, including those that incorporate data modalities beyond the visible spectrum, without the need for significant modifications.",no,"The abstract describes a clustering method based on DINOv2 fine-tuning and does not indicate any use, extension, benchmarking, or central discussion of Masked Autoencoders. The target paper is not mentioned in the provided evidence.",,llm_fulltext,abstract_fallback,,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4413428554,Quaternion-based vision-transformer for polycrystalline EBSD scans pre-trained on large-scale synthetic data,https://doi.org/10.1016/j.matdes.2025.114599,"Dimensionality reduction is crucial in materials science for extracting patterns from high-dimensional data. This is vital for optimizing material design spaces by cutting computational complexity and for integrating diverse data sources for advanced anomaly detection, identifying structural or functional material deviations. Traditional convolutional autoencoders focus on local features, failing to capture global contextual information essential for predicting material behavior under stress, where overall material properties, grain orientations, morphologies and sizes are key. To address this, a Quaternion-Based Vision Transformer Masked Autoencoder (ViT-MAE) is proposed for polycrystalline materials. This model processes quaternion-valued EBSD orientation maps with a 65% masking ratio, capturing both local and global microstructural features efficiently. Pre-trained on synthetic data using self-supervision, the model achieves robust generalization on real-world EBSD scans by minimizing a misorientation loss function on the quaternion manifold. This work lays the groundwork for advanced multimodal data analysis in materials science, offering an open dataset and pre-trained vision-transformer weights. The goal is to provide a reliable latent space for EBSD orientation maps, advancing future multimodal characterization through latent space merging.",yes,"The citing paper explicitly proposes a Quaternion-Based Vision Transformer Masked Autoencoder and says it is pre-trained on synthetic data using self-supervision, directly adapting the Masked Autoencoder (MAE) approach from the target paper rather than merely mentioning it as background.",,llm_fulltext,abstract_fallback,a Quaternion-Based Vision Transformer Masked Autoencoder (ViT-MAE) is proposed,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4417359987,Advancing animal behavior recognition with self-supervised pre-training on unlabeled data,https://doi.org/10.1038/s41598-025-27736-w,"Deep learning-based animal activity recognition (AAR) achieves promising performance but remains constrained by its reliance on large labeled datasets. While pre-training offers a viable path toward reducing annotation dependency, existing approaches like transfer learning primarily utilize single-species labeled data, neglecting the substantial publicly available unlabeled data across species. To address this gap, this study introduces a contrastive learning based self-supervised learning framework that effectively leverages cross-species unlabeled data to mitigate annotation scarcity in AAR. The approach involves two stages: (1) Self-supervised pre-training of a patch time series Transformer (PatchTST) based encoder using cross-species unlabeled data with a time-frequency consistency objective to learn transferable motion representations; and (2) Fine-tuning on species-specific labeled data, where the pre-trained encoder serves as a feature extraction backbone in a novel classification model that integrates intra-axis local dynamics via PatchTST-based encoder and cross-axis global patterns via depth-wise separable convolution. Experimental results demonstrate that our approach significantly enhances recognition performance under limited labeled data, achieving improvements of 4.79% in accuracy and 4.57% in F1-score over a baseline trained from scratch, while also improving discrimination of semantically similar behaviors and maintaining robustness with reduced samples. This work establishes a new direction for scalable and label-efficient animal behavior monitoring.",yes,The paper explicitly uses the target method as the backbone for pre-training and fine-tuning: it states that it performs self-supervised pre-training of a PatchTST-based encoder and that the pre-trained encoder is then used as a feature-extraction backbone in the downstream classification model. The paper also cites the target paper as the source of the PatchTST architecture in this context.,,llm_fulltext,fulltext,“we employ the TF-C framework to conduct large-scale pre-training of a patch time series Transformer (PatchTST)37 based encoder”,high,openai,gpt-5.4-mini,dont_know,yes,yes
https://openalex.org/W4389628678,A feature-level mask self-supervised assisted learning approach based on transformer for remaining useful life prediction,https://doi.org/10.3233/ida-227099,"Nowadays, the massive industrial data has effectively improved the performance of the data-driven deep learning Remaining Useful Life (RUL) prediction method. However, there are still problems of assigning fixed weights to features and only coarse-grained consideration at the sequence level. This paper proposes a Transformer-based end-to-end feature-level mask self-supervised learning method for RUL prediction. First, by proposing a fine-grained feature-level mask self-supervised learning method, the data at different time points under all features in a time window is sent to two parallel learning streams with and without random masks. The model can learn more fine-grained degradation information by comparing the information extracted by the two parallel streams. Instead of assigning fixed weights to different features, the abstract information extracted through the above process is invariable correlations between features, which has a good generalization to various situations under different working conditions. Then, the extracted information is encoded and decoded again using an asymmetric structure, and a fully connected network is used to build a mapping between the extracted information and the RUL. We conduct experiments on the public C-MAPSS datasets and show that the proposed method outperforms the other methods, and its advantages are more obvious in complex multi-working conditions.",no,"The abstract describes a Transformer-based feature-level mask self-supervised method for RUL prediction and reports experiments on C-MAPSS, but it does not mention using, adapting, or benchmarking the target MAE paper/method. The target appears to be unrelated background at most, with no target-specific evidence in the provided abstract.",,llm_fulltext,abstract_fallback,,medium,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4397011874,基于视觉大模型的激光粉末床熔融铺粉缺陷检测,https://doi.org/10.3788/cjl240430,激光粉末床熔融增材制造面临质量稳定一致性的挑战，铺粉质量是影响成形件质量的重要因素。近年来，计算机视觉在铺粉缺陷监测中的应用表现突出，但其性能却受到标注数据数量不足的限制。针对这一问题，笔者设计了基于视觉大模型分割一切模型（SAM）的铺粉缺陷分割模型（PSAM）。针对SAM预训练参数的知识迁移问题，引入Adapter模块实现参数微调；针对铺粉分割任务中类别信息的需求，改进了SAM中的掩码解码器；针对工业场景中人工提示难的问题，提出了自动提示生成器，实现了视觉提示的自动生成。在训练样本数量仅为50的情况下，PSAM表现出了良好的分割性能，平均交并比（mIoU）可达到65.02%，相较于Deeplab v3和U-Net分别提升了8.52个百分点和5.31个百分点。本研究展示了视觉大模型在增材过程监控中的应用价值和应用潜力。,no,"The citing paper uses SAM-based methods for laser powder bed fusion defect segmentation and mentions knowledge transfer from SAM, not the target paper on Masked Autoencoders. There is no evidence it applies, extends, or discusses the target method specifically.",,llm_fulltext,abstract_fallback,,high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4408072236,SegLGAD: Local-to-global industrial anomaly detection with visual segmentation model,https://doi.org/10.1016/j.optlastec.2025.112633,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W7125610088,Fair Foundation Models for Medical Image Analysis: Challenges and Perspectives,https://doi.org/10.1145/3793542,"Ensuring equitable Artificial Intelligence (AI) in healthcare demands systems that make unbiased decisions across all demographic groups, bridging technical innovation with ethical principles. Foundation Models (FMs), trained on vast datasets through self-supervised learning, enable efficient adaptation across medical imaging tasks while reducing dependency on labeled data. These models demonstrate potential for enhancing fairness, though significant challenges remain in achieving consistent performance across demographic groups. Our review indicates that effective bias mitigation in FMs requires systematic interventions throughout all stages of development. While previous approaches focused primarily on model-level bias mitigation, our analysis reveals that fairness in FMs requires integrated interventions throughout the development pipeline, from data documentation to deployment protocols. This comprehensive framework advances current knowledge by demonstrating how systematic bias mitigation, combined with policy engagement, can effectively address both technical and institutional barriers to equitable AI in healthcare. The development of equitable FMs represents a critical step toward democratizing advanced healthcare technologies, particularly for underserved populations and regions with limited medical infrastructure and computational resources.",no,"The citing paper is a review about fairness in medical foundation models and only discusses self-supervised foundation models at a high level. The abstract provides no evidence that it specifically uses, applies, extends, or benchmarks the target MAE paper or method.",,llm_fulltext,abstract_fallback,Our review indicates that effective bias mitigation in FMs requires systematic interventions throughout all stages of development.,high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4385617219,Transfer Learning for Fine-grained Classification Using Semi-supervised Learning and Visual Transformers,https://doi.org/10.52591/lxai202306183,"Fine-grained classification is a challenging task that involves identifying subtle differences between objects within the same category. This task is particularly challenging in scenarios where data is scarce. Visual transformers (ViT) have recently emerged as a powerful tool for image classification, due to their ability to learn highly expressive representations of visual data using self-attention mechanisms. In this work, we explore Semi-ViT, a ViT model fine tuned using semi-supervised learning techniques, suitable for situations where we have lack of annotated data. This is particularly common in e-commerce, where images are readily available but labels are noisy, nonexistent, or expensive to obtain. Our results demonstrate that Semi-ViT outperforms traditional convolutional neural networks (CNN) and ViTs, even when fine-tuned with limited annotated data. These findings indicate that Semi-ViTs hold significant promise for applications that require precise and fine-grained classification of visual data.",no,"The abstract discusses fine-grained classification, semi-supervised learning, and visual transformers in general, but it does not mention using, extending, or evaluating Masked Autoencoders or the target MAE paper specifically.",,llm_fulltext,abstract_fallback,Visual transformers (ViT) have recently emerged as a powerful tool for image classification,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4388239851,Risk Analysis of AIGC in Market Regulation,https://doi.org/10.4108/eai.7-7-2023.2338069,"The rapid rise of AIGC technology has greatly promoted the development of the digital economy, but also brought a series of potential risks. AIGC technology has made great progress in the generation of text, pictures, audio, and video. And its products have been applied in various scenarios in the c",no,"The citing paper is about AIGC risks in market regulation and only mentions image/text generation systems as examples of AIGC technology in general. There is no evidence it uses, applies, or discusses the target paper on Masked Autoencoders as a method or benchmark.",,llm_fulltext,fulltext,"In the meantime, AIGC technology has made great progress in the generation of text, pictures, audio, and video.",high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4400806424,An improved deep learning model for sparse reconstruction of cavitation flow fields,https://doi.org/10.1063/5.0216945,"Recovering full states from limited observations provides supports for active control of the cavitation, preventing power loss due to cavitation erosion. Recent advances in deep learning provide essential support for constructing accurate state estimators. In this work, the commonly used CNNs (convolutional neural networks)-based encoder for reconstructing the full-state field from sparse observations is carefully investigated. The results reveal that the potential information loss and weak negative correlations between features generated by the encoder can significantly impair the feature representation capability of models. To address these issues, a specially designed transformer-based encoder is employed in this work to generate dense and positively correlated features for the decoder. Tests on the cavitation dataset demonstrate impressive improvements in prediction accuracy. Moreover, visualizations of the training process also confirm the enhanced convergence speed due to the model improvements. Notably, the model represents the first specifically designed deep learning model for predicting velocity fields from sparse pressure observations on the hydrofoil. The proposed model holds the promise to achieve accurate flow field reconstruction, providing support for active cavitation control aimed at enhancing turbine operational efficiency and reducing power loss.",no,"The abstract describes a new transformer-based encoder for cavitation flow-field reconstruction, but it does not mention using, adapting, benchmarking, or building on Masked Autoencoders. The target paper is not evidenced as being actively used in the cited work.",,llm_fulltext,abstract_fallback,,low,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4297236822,Deep preconditioners and their application to seismic wavefield processing,https://doi.org/10.3389/feart.2022.997788,"Seismic data processing heavily relies on the solution of physics-driven inverse problems. In the presence of unfavourable data acquisition conditions (e.g., regular or irregular coarse sampling of sources and/or receivers), the underlying inverse problem becomes very ill-posed and prior information is required to obtain a satisfactory solution. Sparsity-promoting inversion, coupled with fixed-basis sparsifying transforms, represent the go-to approach for many processing tasks due to its simplicity of implementation and proven successful application in a variety of acquisition scenarios. Nevertheless, such transforms rely on the assumption that seismic data can be represented as a linear combination of a finite number of basis functions. Such an assumption may not always be fulfilled, thus producing sub-optimal solutions. Leveraging the ability of deep neural networks to find compact representations of complex, multi-dimensional vector spaces, we propose to train an AutoEncoder network to learn a nonlinear mapping between the input seismic data and a representative latent manifold. The trained decoder is subsequently used as a nonlinear preconditioner for the solution of the physics-driven inverse problem at hand. Through synthetic and field data examples, the proposed nonlinear, learned transformations are shown to outperform fixed-basis transforms and converge faster to the sought solution for a variety of seismic processing tasks, ranging from deghosting to wavefield separation with both regularly and irregularly subsampled data.",no,"The paper uses an autoencoder for seismic inverse problems, but there is no evidence it uses or discusses the specific MAE vision learner paper. The only mention of masked autoencoding is generic self-supervised learning context, not the target work.",,llm_fulltext,fulltext,"This approach is becoming very popular in the machine learning community in the context of self-supervised learning for both text [e.g., Devlin et al. (2018)] and image [e.g., He et al. (2021)] analysis.",high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4387665199,Learning the imaging mechanism directly from optical microscopy observations,https://doi.org/10.1364/prj.488310,"The optical microscopy image plays an important role in scientific research through the direct visualization of the nanoworld, where the imaging mechanism is described as the convolution of the point spread function (PSF) and emitters. Based on a priori knowledge of the PSF or equivalent PSF, it is possible to achieve more precise exploration of the nanoworld. However, it is an outstanding challenge to directly extract the PSF from microscopy images. Here, with the help of self-supervised learning, we propose a physics-informed masked autoencoder (PiMAE) that enables a learnable estimation of the PSF and emitters directly from the raw microscopy images. We demonstrate our method in synthetic data and real-world experiments with significant accuracy and noise robustness. PiMAE outperforms DeepSTORM and the Richardson–Lucy algorithm in synthetic data tasks with an average improvement of 19.6% and 50.7% (35 tasks), respectively, as measured by the normalized root mean square error (NRMSE) metric. This is achieved without prior knowledge of the PSF, in contrast to the supervised approach used by DeepSTORM and the known PSF assumption in the Richardson–Lucy algorithm. Our method, PiMAE, provides a feasible scheme for achieving the hidden imaging mechanism in optical microscopy and has the potential to learn hidden mechanisms in many more systems.",yes,"The citing paper centrally uses and adapts the target paper’s masked autoencoder approach, proposing a physics-informed masked autoencoder (PiMAE) for microscopy from raw images.",,llm_fulltext,abstract_fallback,we propose a physics-informed masked autoencoder (PiMAE),high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4388002106,Artificial General Intelligence (AGI) for Medical Education and Training,https://doi.org/10.31730/osf.io/xytzm,"Artificial General Intelligence (AGI) has garnered worldwide attentionas a transformative technology, thanks to the emergence of groundbreaking Large AI Models (LAMs), including Large Language Models, LargeVision Models, and Large Multi-Modal Models. AGI represents an ambitious endeavor to replicate human intelligence within computer systems,making it a pivotal technology poised to revolutionize Medical Training.Fueled by recent advancements in large pre-trained models, AGI signifiesa remarkable stride in empowering machines to perform tasks demanding human-level intelligence. These tasks encompass reasoning, problem solving, decision-making, and even the comprehension of human emotionsand social interactions. This work conducts a comprehensive explorationof AGI, elucidating its fundamental concepts, capabilities, scope, andtransformative potential in the realm of Medical Education and Training. It specifically delves into Medical Simulation Environments, Interactive Virtual Labs, Humanoid Robots in Medical Education, ContinuingMedical Education (CME), Personalized Learning Pathways, IntelligentTutoring Systems, Natural Language Processing for Medical Texts, Clinical Decision Support, and Automated Assessment Tools. The examination encompasses a thorough analysis of the prospective advantages,challenges, limitations, risks, and ethical considerations that AGI posesto Medical education and training programs, as well as its implications forMedical educators. The development of AGI necessitates fostering interdisciplinary collaboration between educators and AI engineers to propelresearch and application endeavors in this transformative field.",no,"The abstract discusses AGI for medical education and training at a high level and does not mention using, applying, benchmarking, or extending the target MAE paper or its method. No target-specific evidence is present.",,llm_fulltext,abstract_fallback,,high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4400979646,Pretraining of 3D image segmentation models for retinal OCT using denoising-based self-supervised learning,https://doi.org/10.1364/boe.524603,"Deep learning algorithms have allowed the automation of segmentation for many biomarkers in retinal OCTs, enabling comprehensive clinical research and precise patient monitoring. These segmentation algorithms predominantly rely on supervised training and specialised segmentation networks, such as U-Nets. However, they require segmentation annotations, which are challenging to collect and require specialized expertise. In this paper, we explore leveraging 3D self-supervised learning based on image restoration techniques, that allow to pretrain 3D networks with the aim of improving segmentation performance. We test two methods, based on image restoration and denoising. After pretraining on a large 3D OCT dataset, we evaluate our weights by fine-tuning them on two challenging fluid segmentation datasets utilising different amount of training data. The chosen methods are easy to set up while providing large improvements for fluid segmentation, enabling the reduction of the amount of required annotation or an increase in the performance. Overall, the best results were obtained for denoising-based SSL methods, with higher results on both fluid segmentation datasets as well as faster pretraining durations.",no,"The abstract describes 3D self-supervised pretraining using image restoration/denoising for retinal OCT segmentation, but it does not mention using Masked Autoencoders or the target paper’s method. It appears to be a separate SSL approach rather than an application, extension, or benchmark of the target paper.",,llm_fulltext,abstract_fallback,"We test two methods, based on image restoration and denoising.",high,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4406781476,scMMAE: masked cross-attention network for single-cell multimodal omics fusion to enhance unimodal omics,https://doi.org/10.1093/bib/bbaf010,"Multimodal omics provide deeper insight into the biological processes and cellular functions, especially transcriptomics and proteomics. Computational methods have been proposed for the integration of single-cell multimodal omics of transcriptomics and proteomics. However, existing methods primarily concentrate on the alignment of different omics, overlooking the unique information inherent in each omics type. Moreover, as the majority of single-cell cohorts only encompass one omics, it becomes critical to transfer the knowledge learnt from multimodal omics to enhance unimodal omics analysis. Therefore, we proposed a novel framework that leverages masked autoencoder with cross-attention mechanism, called scMMAE (single-cell multimodal masked autoencoder), to fuse multimodal omics and enhance unimodal omics analysis. scMMAE simultaneously captures both the shared features and the distinctive information of two single-cell omics modalities and transfers the knowledge to enhance single-cell transcriptome data. Comparative evaluations against benchmarking methods across various cohorts revealed a notable improvement, with an increase of up to 21% in the adjusted Rand index and up to 12% in normalized mutual information in the context of multimodal fusion. In the realm of unimodal omics, scMMAE demonstrated an overall enhancement of approximately 20% in the adjusted Rand index and nearly 10% in normalized mutual information. Other nine metrics, including the Fowlkes-Mallows index and silhouette coefficient, further underscored the high performance of scMMAE. Significantly, scMMAE exhibits an elevated level of proficiency in distinguishing between different cell types, particularly on CD4 and CD8 T cells. Availability and implementation: scMMAE source code at https://github.com/DM0815/scMMAE/.",yes,"The citing paper explicitly proposes a framework called ""single-cell multimodal masked autoencoder"" and says it leverages a masked autoencoder mechanism, indicating it uses/adapts the target MAE idea rather than only mentioning it as background.",,llm_fulltext,abstract_fallback,"we proposed a novel framework that leverages masked autoencoder with cross-attention mechanism, called scMMAE",high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4404257449,Multi-level similarity transfer and adaptive fusion data augmentation for few-shot object detection,https://doi.org/10.1016/j.jvcir.2024.104340,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4410857019,CPIA dataset: a large-scale comprehensive pathological image analysis dataset for self-supervised learning pre-training,https://doi.org/10.1016/j.bspc.2025.108148,,dont_know,No abstract or extracted full text available.,,llm_fulltext,missing,,low,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4390069482,A Novel Video Understanding Network Based on Poolformer and Transformer,https://doi.org/10.1145/3627915.3627926,"This paper introduces a new video understanding network referred to as 'ViViP' (Video Vision Poolformer), which leverages poolformer and transformer techniques. It begins by encoding video frames using sequential poolformer layers. The ensuing output token is then processed by a Transformer, and the class token is subsequently used in a Multilayer Perceptron (MLP) for classification. ViViP shows notable results across multiple action recognition benchmarks, achieving the highest reported accuracy on UCF-101 and substantial accuracy on HMDB-51. Additionally, our model exhibits faster training speeds than other popular networks, such as SlowFast, TimeSformer, and TSN, allowing its usage with longer video clips. Our experiment, which compares different token-mixer modules, finds that the poolformer achieves the best classification accuracy among the examined design choices, reaching 98.4% on UCF-101 and 71.6% on HMDB-51.",no,"The abstract describes a video understanding network based on Poolformer and Transformer, with comparisons to other video models, but it does not mention Masked Autoencoders or indicate any use, adaptation, extension, or benchmarking of the target paper.",,llm_fulltext,abstract_fallback,it leverages poolformer and transformer techniques,high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4409918210,Transformative Deep Learning Approaches for Enhanced Image Analysis and Processing,https://doi.org/10.4018/979-8-3693-9045-0.ch014,"This chapter examines how transformative deep learning is revolutionizing image processing and analysis, especially in the context of complex imaging tasks. Even with major improvements, accuracy and efficiency issues are still common. To address these challenges, we discussed different methods that integrate different deep learning architectures, such as convolutional neural networks (CNNs), RCNN and their variants, with sophisticated data preprocessing approaches. A thorough analysis of model architectures demonstrates the significant advantages deep learning provides over conventional techniques, improving diagnostic precision and effectiveness while facilitating individualized care in a variety of fields, including remote sensing, self-driving vehicles, and medical imaging. In the chapter, we critically review the literature, represent a major step forward in the applications of deep learning for advanced image analysis and processing, demonstrating its potential to address current limitations and drive future advancements.",no,"The abstract describes a broad review of deep learning methods for image analysis and does not mention, apply, benchmark, extend, or otherwise specifically use the target paper's Masked Autoencoders method. It reads as general background/related-work discussion only.",,llm_fulltext,abstract_fallback,"we discussed different methods that integrate different deep learning architectures, such as convolutional neural networks (CNNs), RCNN and their variants",high,openai,gpt-5.4-mini,no,yes,no
https://openalex.org/W4413329641,A masked autoencoder-based three-dimensional foundation model for vortex identification,https://doi.org/10.1063/5.0281019,"Vortex identification is crucial for exploring physical mechanisms in fluid dynamics. Physics-based methods are computationally efficient but lack accuracy in identifying complex vortex structures. Data-driven approaches enable faster and more objective identification but are typically limited to two-dimensional simulations with large amounts of training data and often struggle with generalization. To address these challenges, we propose a Masked Autoencoder-based Three-Dimensional Foundation Model. First, to overcome the difficulty of extending existing pretraining strategies to three-dimensional simulations, we design a pretraining strategy based on a Masked Autoencoder that incorporates a Shifted Window Transformer architecture. By leveraging the sliding window attention mechanism, we reduce computational costs and enhance the model's ability to extract local features in the flow field. Then, to address the issue of sparse training data in real-world simulation scenarios, we fine-tune the pretrained model for vortex identification. Using the encoder's strong feature extraction capabilities from the pretrained model, we perform supervised training to learn the nonlinear mapping between flow field data and ground truth, even under limited data conditions. Finally, to enhance the model's generalization ability, we apply a high masking ratio to reconstruct the partial differential equations (PDEs) data, forcing the model to learn general latent representations. This improves adaptability across diverse physical fields for vortex identification tasks. Extensive experiments conducted on 13 PDE datasets demonstrate the method's effectiveness, showing superior performance in identifying vortex structures in out-of-distribution cases with sparse data.",yes,"The citing paper explicitly proposes a Masked Autoencoder-based model and describes its pretraining strategy as being based on a Masked Autoencoder, indicating it uses and adapts the target paper’s MAE method rather than merely mentioning it.",,llm_fulltext,abstract_fallback,"we propose a Masked Autoencoder-based Three-Dimensional Foundation Model. First, ... we design a pretraining strategy based on a Masked Autoencoder",high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4403111801,Deep Learning Applications in Microscopy: Segmentation and Tracking,https://doi.org/10.69761/hdta8338,"This paper reports the application of deep learning techniques in bright-field transmission electron microscopy image segmentation and tracking, in order to understand dynamic changes of nanoparticles during high-temperature sintering. Four state-of-the-art deep learning models, YOLO v8n-seg, Swin- UNet, VMamba , and EfficientSAM -tiny, were used and their performances were compared. The results show that EfficientSAM -tiny performs best in the segmentation task, achieving the highest accuracy ( IoU 0.99672, Dice Coefficient 0.99836). In the tracking task, combining EfficientSAM -tiny with the DeAOT model successfully achieves efficient tracking and accurate identification of nanoparticles in microscope videos. The effectiveness and reliability of the method is verified by analyzing the video of the nanoparticle sintering process at a high temperature of 800°C. These results demonstrate the potential of deep learning techniques in microscope image analysis and introduce a new method from computer vision for microscope video tracking and analysis in materials science.",no,"The abstract describes applications of several segmentation/tracking models and does not mention using, extending, benchmarking, or discussing Masked Autoencoders. The target paper is not evidenced as part of the method used.",,llm_fulltext,abstract_fallback,"Four state-of-the-art deep learning models, YOLO v8n-seg, Swin- UNet, VMamba , and EfficientSAM -tiny, were used and their performances were compared.",high,openai,gpt-5.4-mini,yes,no,no
https://openalex.org/W4407215276,Research on Feature Extraction and Classification for Unstructured Data Based on Deep Learning,https://doi.org/10.1109/icaice63571.2024.10864093,"With the rapid growth of unstructured data such as text, images, audio, and video, traditional data analysis techniques are facing great challenges in dealing with the complexity and high dimensionality of such data. In this study, we propose a multimodal enhanced Transformer model to process and fuse different types of unstructured data by improving the self-attention mechanism and designing a multi-stream input architecture. Firstly, the model adopts a multi-stream input structure, each stream processes a data modality separately, and maps the data of each modality to the feature space of the same dimension through a dedicated preprocessing and coding network to form a unified representation. Subsequently, a cross-modal self-attention mechanism is introduced into the model, which can establish a global dependency between different modalities and automatically learn the correlation between modal features, so as to extract key features more accurately in the classification process. In order to reduce the computational complexity, an optimization algorithm based on sparse matrix is used to enable the model to efficiently process long sequences and high-dimensional data. Experimental analysis on the benchmark dataset shows that the proposed model is superior to the existing methods in terms of accuracy, precision and recall.",no,"The abstract describes a multimodal Transformer for feature extraction and classification, but it does not mention Masked Autoencoders or indicate any use, adaptation, benchmarking, or extension of the target paper. The target appears absent from the evidence and the paper reads as independent method development.",,llm_fulltext,abstract_fallback,,high,openai,gpt-5.4-mini,dont_know,yes,no
https://openalex.org/W4407683830,VIRL: Volume-Informed Representation Learning towards few-shot manufacturability estimation,https://doi.org/10.1007/s10845-025-02575-8,"Abstract Designing for manufacturing poses significant challenges in part due to the computation bottleneck of Computer-Aided Manufacturing (CAM) simulations. Although deep learning as an alternative offers fast inference, its performance is dependently bounded by the need for abundant training data. Representation learning, particularly through pre-training, offers promise for few-shot learning, aiding in manufacturability tasks where data can be limited. This work introduces VIRL, a Volume-Informed Representation Learning approach to pre-train a 3D geometric encoder. The pretrained model is evaluated across four manufacturability indicators obtained from CAM simulations: subtractive machining (SM) time, additive manufacturing (AM) time, residual von Mises stress, and blade collisions during Laser Power Bed Fusion process. Across all case studies, the model pre-trained by VIRL shows substantial enhancements in generalizability, as measured by R2 regression results, with improved performance on limited data and superior predictive accuracy with larger datasets. Regarding deployment strategy, case-specific phenomenon exists where finetuning VIRL-pretrained models adversely affects AM tasks with limited data but benefits SM time prediction. Moreover, the efficacy of Low-rank adaptation (LoRA), which balances between probing and finetuning, is explored. LoRA shows stable performance akin to probing with limited data, while achieving a higher upper bound than probing as data size increases, without the computational costs of finetuning. Furthermore, static normalization of manufacturing indicators consistently performs well across tasks, while dynamic normalization enhances performance when a reliable task dependent input is available.",yes,"The paper explicitly applies the target paper’s masked autoencoder idea as a self-supervised pretraining strategy, comparing it to other representation-learning methods and citing MAE in the context of pretraining/representation learning for downstream few-shot tasks.",,llm_fulltext,fulltext,“self-supervised representation learning ... leveraging ... pre-training ...”,medium,openai,gpt-5.4-mini,yes,no,yes
